"R_group"	"Substitution count"	"R-group to search for"	"Isostere substitution"	"Reaction (SMARTS)"
"F[*]"	898	"[#9&D1]-*"	"[#6&D4](-[#9&D1])(-[#9&D1])(-[#9&D1])-[#8&D2]-*"	"[#9&D1]-[*:1]>>[#6&D4](-[#9&D1])(-[#9&D1])(-[#9&D1])-[#8&D2]-[*:1]"
"F[*]"	825	"[#9&D1]-*"	"[#7&D1]-*"	"[#9&D1]-[*:1]>>[#7&D1]-[*:1]"
"F[*]"	746	"[#9&D1]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#9&D1]-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"F[*]"	721	"[#9&D1]-*"	"[#6&D1]-[#6&D2]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#6&D2]-[*:1]"
"F[*]"	534	"[#9&D1]-*"	"[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[*:1]"
"F[*]"	490	"[#9&D1]-*"	"[#6&D1]-[#7&D3](-[#6&D1])-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#7&D3](-[#6&D1])-[*:1]"
"F[*]"	469	"[#9&D1]-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-*"	"[#9&D1]-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[*:1]"
"F[*]"	448	"[#9&D1]-*"	"[#6&D1]-[#6&D2]-[#8&D2]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#6&D2]-[#8&D2]-[*:1]"
"F[*]"	440	"[#9&D1]-*"	"[#6&D1]-[#16&D2]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#16&D2]-[*:1]"
"F[*]"	417	"[#9&D1]-*"	"[#6&D4](-[#6&D1])(-[#6&D1])(-[#6&D1])-*"	"[#9&D1]-[*:1]>>[#6&D4](-[#6&D1])(-[#6&D1])(-[#6&D1])-[*:1]"
"F[*]"	340	"[#9&D1]-*"	"[#6&D3](-[#7&D1])(=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#6&D3](-[#7&D1])(=[#8&D1])-[*:1]"
"F[*]"	8034	"[#9&D1]-*"	"[#6&D1]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[*:1]"
"F[*]"	2355	"[#9&D1]-*"	"[#8&D1]-*"	"[#9&D1]-[*:1]>>[#8&D1]-[*:1]"
"F[*]"	825	"[#9&D1]-*"	"[#7&D1]-*"	"[#9&D1]-[*:1]>>[#7&D1]-[*:1]"
"F[*]"	13683	"[#9&D1]-*"	"[#17&D1]-*"	"[#9&D1]-[*:1]>>[#17&D1]-[*:1]"
"F[*]"	8034	"[#9&D1]-*"	"[#6&D1]-[#8&D2]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#8&D2]-[*:1]"
"F[*]"	312	"[#9&D1]-*"	"[#6&D3](-[#8&D1])(=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#6&D3](-[#8&D1])(=[#8&D1])-[*:1]"
"F[*]"	721	"[#9&D1]-*"	"[#6&D1]-[#6&D2]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#6&D2]-[*:1]"
"F[*]"	469	"[#9&D1]-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-*"	"[#9&D1]-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[*:1]"
"F[*]"	4155	"[#9&D1]-*"	"[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-*"	"[#9&D1]-[*:1]>>[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-[*:1]"
"F[*]"	340	"[#9&D1]-*"	"[#6&D3](-[#7&D1])(=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#6&D3](-[#7&D1])(=[#8&D1])-[*:1]"
"F[*]"	2680	"[#9&D1]-*"	"[#7&D1]#[#6&D2]-*"	"[#9&D1]-[*:1]>>[#7&D1]#[#6&D2]-[*:1]"
"F[*]"	417	"[#9&D1]-*"	"[#6&D4](-[#6&D1])(-[#6&D1])(-[#6&D1])-*"	"[#9&D1]-[*:1]>>[#6&D4](-[#6&D1])(-[#6&D1])(-[#6&D1])-[*:1]"
"F[*]"	252	"[#9&D1]-*"	"[#8&D1]-[#6&D2]-*"	"[#9&D1]-[*:1]>>[#8&D1]-[#6&D2]-[*:1]"
"F[*]"	269	"[#9&D1]-*"	"[#6&D3](=[#8&D1])(-[#6&D1])-*"	"[#9&D1]-[*:1]>>[#6&D3](=[#8&D1])(-[#6&D1])-[*:1]"
"F[*]"	4132	"[#9&D1]-*"	"[#35&D1]-*"	"[#9&D1]-[*:1]>>[#35&D1]-[*:1]"
"F[*]"	490	"[#9&D1]-*"	"[#6&D1]-[#7&D3](-[#6&D1])-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#7&D3](-[#6&D1])-[*:1]"
"F[*]"	448	"[#9&D1]-*"	"[#6&D1]-[#6&D2]-[#8&D2]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#6&D2]-[#8&D2]-[*:1]"
"F[*]"	534	"[#9&D1]-*"	"[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[*:1]"
"F[*]"	1721	"[#9&D1]-*"	"[#7&+&D3](-[#8&-&D1])(=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#7&+&D3](-[#8&-&D1])(=[#8&D1])-[*:1]"
"F[*]"	314	"[#9&D1]-*"	"[#6&D1]-[#8&D2]-[#6&D3](=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#8&D2]-[#6&D3](=[#8&D1])-[*:1]"
"F[*]"	290	"[#9&D1]-*"	"[#6&D3](-[#6&D1])(=[#8&D1])-[#7&D2]-*"	"[#9&D1]-[*:1]>>[#6&D3](-[#6&D1])(=[#8&D1])-[#7&D2]-[*:1]"
"F[*]"	153	"[#9&D1]-*"	"[#7&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-*"	"[#9&D1]-[*:1]>>[#7&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[*:1]"
"F[*]"	440	"[#9&D1]-*"	"[#6&D1]-[#16&D2]-*"	"[#9&D1]-[*:1]>>[#6&D1]-[#16&D2]-[*:1]"
"F[*]"	898	"[#9&D1]-*"	"[#6&D4](-[#9&D1])(-[#9&D1])(-[#9&D1])-[#8&D2]-*"	"[#9&D1]-[*:1]>>[#6&D4](-[#9&D1])(-[#9&D1])(-[#9&D1])-[#8&D2]-[*:1]"
"F[*]"	1077	"[#9&D1]-*"	"[#53&D1]-*"	"[#9&D1]-[*:1]>>[#53&D1]-[*:1]"
"N[*]"	4124	"[#7&D1]-*"	"[#8&D1]-*"	"[#7&D1]-[*:1]>>[#8&D1]-[*:1]"
"N[*]"	2795	"[#7&D1]-*"	"[#6&D1]-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#7&D2]-[*:1]"
"N[*]"	2544	"[#7&D1]-*"	"[#6&D1]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[*:1]"
"N[*]"	2148	"[#7&D1]-*"	"[#6&D1]-[#8&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#8&D2]-[*:1]"
"N[*]"	2130	"[#7&D1]-*"	"[#6&D1]-[#7&D3](-[#6&D1])-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#7&D3](-[#6&D1])-[*:1]"
"N[*]"	1583	"[#7&D1]-*"	"[#6&D3](-[#6&D1])(=[#8&D1])-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D3](-[#6&D1])(=[#8&D1])-[#7&D2]-[*:1]"
"N[*]"	1148	"[#7&D1]-*"	"[#7&+&D3](-[#8&-&D1])(=[#8&D1])-*"	"[#7&D1]-[*:1]>>[#7&+&D3](-[#8&-&D1])(=[#8&D1])-[*:1]"
"N[*]"	974	"[#7&D1]-*"	"[#17&D1]-*"	"[#7&D1]-[*:1]>>[#17&D1]-[*:1]"
"N[*]"	825	"[#7&D1]-*"	"[#9&D1]-*"	"[#7&D1]-[*:1]>>[#9&D1]-[*:1]"
"N[*]"	772	"[#7&D1]-*"	"[#6&D1]-[#6&D2]-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#6&D2]-[#7&D2]-[*:1]"
"N[*]"	570	"[#7&D1]-*"	"[#6]1-[#6]-[#8]-[#6]-[#6]-[#7]-1-*"	"[#7&D1]-[*:1]>>[#6]1-[#6]-[#8]-[#6]-[#6]-[#7]-1-[*:1]"
"N[*]"	499	"[#7&D1]-*"	"[#7&D2](=[#6&D3](-[#7&D1])-[#7&D1])-*"	"[#7&D1]-[*:1]>>[#7&D2](=[#6&D3](-[#7&D1])-[#7&D1])-[*:1]"
"N[*]"	452	"[#7&D1]-*"	"[#6&D1]-[#6&D2]-[#8&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#6&D2]-[#8&D2]-[*:1]"
"N[*]"	440	"[#7&D1]-*"	"[#35&D1]-*"	"[#7&D1]-[*:1]>>[#35&D1]-[*:1]"
"N[*]"	439	"[#7&D1]-*"	"[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-*"	"[#7&D1]-[*:1]>>[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-[*:1]"
"N[*]"	431	"[#7&D1]-*"	"[#6&D3](-[#8&D1])(=[#8&D1])-*"	"[#7&D1]-[*:1]>>[#6&D3](-[#8&D1])(=[#8&D1])-[*:1]"
"N[*]"	430	"[#7&D1]-*"	"[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[#7&D2]-[*:1]"
"N[*]"	421	"[#7&D1]-*"	"[#6&D1]-[#6&D3](-[#6&D1])-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#6&D3](-[#6&D1])-[#7&D2]-[*:1]"
"N[*]"	418	"[#7&D1]-*"	"[#6]1-[#6]-[#6]-[#6]-[#7]-1-*"	"[#7&D1]-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#7]-1-[*:1]"
"N[*]"	410	"[#7&D1]-*"	"[#7&D1]#[#6&D2]-*"	"[#7&D1]-[*:1]>>[#7&D1]#[#6&D2]-[*:1]"
"N[*]"	2544	"[#7&D1]-*"	"[#6&D1]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[*:1]"
"N[*]"	4124	"[#7&D1]-*"	"[#8&D1]-*"	"[#7&D1]-[*:1]>>[#8&D1]-[*:1]"
"N[*]"	825	"[#7&D1]-*"	"[#9&D1]-*"	"[#7&D1]-[*:1]>>[#9&D1]-[*:1]"
"N[*]"	974	"[#7&D1]-*"	"[#17&D1]-*"	"[#7&D1]-[*:1]>>[#17&D1]-[*:1]"
"N[*]"	2148	"[#7&D1]-*"	"[#6&D1]-[#8&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#8&D2]-[*:1]"
"N[*]"	431	"[#7&D1]-*"	"[#6&D3](-[#8&D1])(=[#8&D1])-*"	"[#7&D1]-[*:1]>>[#6&D3](-[#8&D1])(=[#8&D1])-[*:1]"
"N[*]"	439	"[#7&D1]-*"	"[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-*"	"[#7&D1]-[*:1]>>[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-[*:1]"
"N[*]"	375	"[#7&D1]-*"	"[#6&D3](-[#7&D1])(=[#8&D1])-*"	"[#7&D1]-[*:1]>>[#6&D3](-[#7&D1])(=[#8&D1])-[*:1]"
"N[*]"	410	"[#7&D1]-*"	"[#7&D1]#[#6&D2]-*"	"[#7&D1]-[*:1]>>[#7&D1]#[#6&D2]-[*:1]"
"N[*]"	353	"[#7&D1]-*"	"[#8&D1]-[#6&D2]-*"	"[#7&D1]-[*:1]>>[#8&D1]-[#6&D2]-[*:1]"
"N[*]"	440	"[#7&D1]-*"	"[#35&D1]-*"	"[#7&D1]-[*:1]>>[#35&D1]-[*:1]"
"N[*]"	499	"[#7&D1]-*"	"[#7&D2](=[#6&D3](-[#7&D1])-[#7&D1])-*"	"[#7&D1]-[*:1]>>[#7&D2](=[#6&D3](-[#7&D1])-[#7&D1])-[*:1]"
"N[*]"	19	"[#7&D1]-*"	"[#6&D3](-[#7&D1])(=[#7&D1])-*"	"[#7&D1]-[*:1]>>[#6&D3](-[#7&D1])(=[#7&D1])-[*:1]"
"N[*]"	2130	"[#7&D1]-*"	"[#6&D1]-[#7&D3](-[#6&D1])-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#7&D3](-[#6&D1])-[*:1]"
"N[*]"	452	"[#7&D1]-*"	"[#6&D1]-[#6&D2]-[#8&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#6&D2]-[#8&D2]-[*:1]"
"N[*]"	570	"[#7&D1]-*"	"[#6]1-[#6]-[#8]-[#6]-[#6]-[#7]-1-*"	"[#7&D1]-[*:1]>>[#6]1-[#6]-[#8]-[#6]-[#6]-[#7]-1-[*:1]"
"N[*]"	1148	"[#7&D1]-*"	"[#7&+&D3](-[#8&-&D1])(=[#8&D1])-*"	"[#7&D1]-[*:1]>>[#7&+&D3](-[#8&-&D1])(=[#8&D1])-[*:1]"
"N[*]"	2795	"[#7&D1]-*"	"[#6&D1]-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#7&D2]-[*:1]"
"N[*]"	206	"[#7&D1]-*"	"[#6&D1]-[#8&D2]-[#6&D3](=[#8&D1])-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#8&D2]-[#6&D3](=[#8&D1])-[*:1]"
"N[*]"	1583	"[#7&D1]-*"	"[#6&D3](-[#6&D1])(=[#8&D1])-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D3](-[#6&D1])(=[#8&D1])-[#7&D2]-[*:1]"
"N[*]"	118	"[#7&D1]-*"	"[#8&D1]-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#8&D1]-[#7&D2]-[*:1]"
"N[*]"	75	"[#7&D1]-*"	"[#7&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-*"	"[#7&D1]-[*:1]>>[#7&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[*:1]"
"N[*]"	353	"[#7&D1]-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#7]-1-*"	"[#7&D1]-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-[#7]-1-[*:1]"
"N[*]"	41	"[#7&D1]-*"	"[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#7&D1]-[*:1]>>[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"N[*]"	418	"[#7&D1]-*"	"[#6]1-[#6]-[#6]-[#6]-[#7]-1-*"	"[#7&D1]-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#7]-1-[*:1]"
"N[*]"	177	"[#7&D1]-*"	"[#6&D1]-[#16&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#16&D2]-[*:1]"
"N[*]"	53	"[#7&D1]-*"	"[#6&D1]-[#6&D4](-[#6&D1])(-[#6&D1])-[#8&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#6&D4](-[#6&D1])(-[#6&D1])-[#8&D2]-[*:1]"
"N[*]"	57	"[#7&D1]-*"	"[#16&D1]-*"	"[#7&D1]-[*:1]>>[#16&D1]-[*:1]"
"N[*]"	318	"[#7&D1]-*"	"[#6&D1]-[#6&D2]-[#7&D3](-[#6&D2]-[#6&D1])-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#6&D2]-[#7&D3](-[#6&D2]-[#6&D1])-[*:1]"
"N[*]"	361	"[#7&D1]-*"	"[#7&D1]-[#6&D2]-*"	"[#7&D1]-[*:1]>>[#7&D1]-[#6&D2]-[*:1]"
"N[*]"	179	"[#7&D1]-*"	"[#53&D1]-*"	"[#7&D1]-[*:1]>>[#53&D1]-[*:1]"
"N[*]"	772	"[#7&D1]-*"	"[#6&D1]-[#6&D2]-[#7&D2]-*"	"[#7&D1]-[*:1]>>[#6&D1]-[#6&D2]-[#7&D2]-[*:1]"
"c1ccccc1[*]"	6778	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	6327	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	6039	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	5684	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[*:1]"
"c1ccccc1[*]"	4471	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	3590	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1ccccc1[*]"	3490	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1ccccc1[*]"	3340	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[*:1]"
"c1ccccc1[*]"	2987	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[*:1]"
"c1ccccc1[*]"	2930	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2923	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2691	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2626	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2485	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2464	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2322	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2219	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2173	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#6&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#6&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2138	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"c1ccccc1[*]"	2117	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"c1ccccc1[*]"	5684	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[*:1]"
"c1ccccc1[*]"	725	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#8&D1]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#8&D1]-[*:1]"
"c1ccccc1[*]"	746	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#9&D1]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#9&D1]-[*:1]"
"c1ccccc1[*]"	1090	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#17&D1]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#17&D1]-[*:1]"
"c1ccccc1[*]"	1484	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#8&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#8&D2]-[*:1]"
"c1ccccc1[*]"	357	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D3](-[#8&D1])(=[#8&D1])-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D3](-[#8&D1])(=[#8&D1])-[*:1]"
"c1ccccc1[*]"	1977	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#6&D2]-[*:1]"
"c1ccccc1[*]"	3340	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[*:1]"
"c1ccccc1[*]"	3490	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1ccccc1[*]"	1202	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#9&D1]-[#6&D4](-[#9&D1])(-[#9&D1])-[*:1]"
"c1ccccc1[*]"	269	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D3](-[#7&D1])(=[#8&D1])-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D3](-[#7&D1])(=[#8&D1])-[*:1]"
"c1ccccc1[*]"	408	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7&D1]#[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#7&D1]#[#6&D2]-[*:1]"
"c1ccccc1[*]"	602	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-[*:1]"
